_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
2036,哼唱朋友,哼唱朋友,ハミンクフレント,Aqours,作詞：畑 亞貴<br>作曲：桑原 聖(Arte Refact)<br>編曲：酒井拓也(Arte Refact),TV動畫『LoveLive!サンシャイン!!』オープニング主題歌曲 C/W 曲,「青空跳躍之心」カップリング。友情をテーマとしている歌曲詞も清爽的テクノポップ。カットアップなどの要素も取り入れた現代的な音像とセンチメンタルでドラマチックな展開が魅力の樂曲。,2,200,jacket_2096,31002036,32002036,0,0,0,2016/07/20,1
2037,陽光閃閃發亮音頭,陽光閃閃發亮音頭,サンシヤインヒツカヒカオント,Aqours,作詞：畑 亞貴<br>作曲：伊藤真澄<br>編曲：EFFY,TV動畫『LoveLive!サンシャイン!!』エンディング主題歌曲 C/W 曲,"Aqours成員9人のソロパートが印象的で、1,2,3番同様の振り付けがとても覺えやすく踊りたくなる音頭曲。Aqours 2nd LoveLive!では大きなうちわを持って登場した「うちっちー」が會場を湧かせた。",2,200,jacket_2098,31002037,32002037,0,0,0,2016/08/24,1
2038,降落行動 耶！！,降落行動 耶！！,ランテインクアクシヨンイエア,Aqours,作詞：畑 亞貴<br>作曲：光増ハジメ<br>編曲：TAKAROT,Aqours Next Step! Project 主題曲CD,2017年~2018年に行われたファンミーティングツアーにて歌曲われた主題曲。小原鞠莉が歌曲う「次の場所はどこだろう」がファンミーティングのみならず、Aqoursの次のステップへの姿を期待させる。<br>,2,200,jacket_2038,31002038,32002038,0,0,0,2017/06/30,1
2039,近未來快樂結局,近未來快樂結局,キンミライハツヒイエント,CYaRon！,作詞：畑 亞貴<br>作曲・編曲：藤井亮太,CYaRon！2nd 單曲,戀に不慣れな「君」を應援する「私」の心情を描いた樂曲。演唱會では成員全員が大きな旗を振り回したりするのが印象的。アップテンポなピコピコリズムでずんずん進んでいくような氣持ちになれる一曲。<br>,2,201,jacket_2039,31002039,32002039,0,0,0,2017/05/10,1
2040,易碎,易碎,コワレヤスキ,Guilty Kiss,作詞：畑 亞貴<br>作曲・編曲：佐伯高志,Guilty Kiss 2nd 單曲,迷いや恐れを抱いている「君」を守るという強いメッセージ性が感じられる樂曲。ニューメタルやミクスチャーロックを彷彿とさせるサウンドの力強さも相まって、イントロのフェードインの部分はボルテージを一氣にあげる。,2,203,jacket_2040,31002040,32002040,0,0,0,2017/06/21,1
2041,天空旅程,天空旅程,スカイシヤアニイ,Aqours,作詞：畑 亞貴<br>作曲・編曲：早川博隆,Aqours 3rd 單曲,「快樂派對列車」カップリング。夢を追う旅を描いた歌曲詞世界がセンチメンタルなメロディーと相まって神秘的な雰囲氣すら感じさせるキラキラチューン。収録リード曲「快樂派對列車」で宇宙へ旅立ったその後の劇情を歌曲っている。,2,200,jacket_2035,31002041,32002041,0,0,0,2017/04/05,1
2042,想談超越少女的戀愛,想談超越少女的戀愛,シヨウシヨイシヨウノコイカシタイ,Aqours,"作詞：畑 亞貴<br>作曲：TAKAROT , KOUDAI IWATSUBO<br>編曲：TAKAROT , Shinji Tanaka",Aqours 3rd 單曲,「快樂派對列車」カップリング。可愛らしいながらも赤裸々な歌曲詞が鮮烈な印象のラブソング。サウンド面もキュートな音色とめくるめく展開が刺激的なシンセポップとなっている。,2,200,jacket_2035,31002042,32002042,0,0,0,2017/04/05,1
2043,銀河捉迷藏,銀河捉迷藏,キヤラクシイハイトアントシイク,AZALEA,作詞：畑 亞貴<br>作曲・編曲：竹市佳伸,AZALEA 2nd 單曲,AZALEA 2nd單曲。クールながら積極樂觀な雰囲氣がAZALEAらしいテクノポップ。本格的なエレクトロのタッチを感じながらもボーカルは王道さも持ったミステリアスな樂曲。,2,202,jacket_2043,31002043,32002043,0,0,0,2017/05/31,1
2044,未來的我們早已知道,未來的我們早已知道,ミライノホクラハシツテルヨ,Aqours,作詞：畑 亞貴<br>作曲：光増ハジメ<br>編曲：EFFY,TV動畫『LoveLive!サンシャイン!!』2期オープニング主題歌曲,動畫1期で本戰出場が叶わなかった成員のリベンジに燃える氣持ちが開幕の「ホンキをぶつけあって手に入れよう未来を」の歌曲詞でひしひしと傳わってくる。Aqoursの「夢」を掴むまでの姿がこの1曲に込められている。<br>,2,200,jacket_2044,31002044,32002044,0,0,0,2017/10/25,1
2045,勇氣在哪裡？就在你的心中！,勇氣在哪裡？就在你的心中！,ユウキハトコニキミノムネニ,Aqours,"作詞：畑 亞貴<br>作曲：小高光太郎 , UiNA<br>編曲：小高光太郎",TV動畫『LoveLive!サンシャイン!!』2期エンディング主題歌曲,いっぱいつまづいて色んな経驗を積んだAqoursの成長した姿が表れている樂曲。動畫の閉校祭で浦の星女學院一同で歌曲われた「やり殘したことなどない」からの歌曲詞はAqoursとしての活動だけでなく浦の星女學院の生徒としての心情も重なっている。,2,200,jacket_2045,31002045,32002045,0,0,0,2017/11/15,1
2046,我的舞☆今晚,我的舞☆今晚,マイマイトウナイト,Aqours,作詞：畑 亞貴<br>作曲・編曲：EFFY,TV動畫『LoveLive!サンシャイン!!』2期 第3話插入曲,TV動畫劇中歌曲では今までにない「和」をテーマにした樂曲。TV動畫本編では歌曲唱前に黑澤姉妹の熱い絆が見られる場面があり、歌曲い出しがその2人というマッチポイントもある。琴や尺八の音色のなかにも「踊れる」ロックサウンドのリズムが光る。,2,200,jacket_2046,31002046,32002046,0,0,0,2017/11/29,1
2047,通往愛的影之門,通往愛的影之門,シヤトウケエトトウラフ,Guilty Kiss,作詞：畑 亞貴<br>作曲・編曲：渡邊和紀,Guilty Kiss 2nd 單曲,「罠を仕掛ける」「しびれてきたでしょ」などのワードからGuilty Kissらしい大胆で積極的なアプローチが存分に描かれた樂曲。演唱會では成員がそれぞれハートを描いてファンに向けて放つ振り付けは印象的。,2,203,jacket_2040,31002047,32002047,0,0,0,2017/06/21,1
2048,夏日之門 永不結束版,夏日之門 永不結束版,ナツヘノトヒラネハアエントハアシヨン,"櫻內梨子(CV.逢田梨香子) , 國木田花丸(CV.高槻かなこ) , 小原鞠莉(CV.鈴木愛奈)",作詞：畑 亞貴<br>作曲・編曲：金崎真士,LoveLive!サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,夏の海で梨子、花丸、鞠莉の3人が思いっきりはしゃいでいる姿を思い描ける樂曲。Aqours 2nd LoveLive!で披露された時は歌曲唱中に成員がトロッコへ乗り水鉄砲をファンに向けて放っていたのが印象的。<br>,2,299,jacket_2048,31002048,32002048,0,0,0,2017/08/02,1
2049,盛夏是屬於誰的？,盛夏是屬於誰的？,マナツハタレノモノ,"黑澤黛雅(CV.小宮有紗) , 黑澤露比(CV.降幡 愛)",作詞：畑 亞貴<br>作曲・編曲：原田 篤(Arte Refact),LoveLive!サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,夏をテーマとしたミニ專輯「LoveLive!サンシャイン!! デュオトリオコレクションCD Vol.1 SUMMER VACATION」収録曲。黑澤姉妹によるラテンテイストのミドルチューン。演唱會衣装もエスニックな踊り子を意識したものになっている。,2,299,jacket_2048,31002049,32002049,0,0,0,2017/08/02,1
2050,故鄉愛♡滿滿☆夏日生活,故鄉愛♡滿滿☆夏日生活,シモアイマンタンサマアライフ,"渡邊曜(CV.斉藤朱夏) , 津島善子(CV.小林愛香)",作詞：畑 亞貴<br>作曲・編曲：石倉誉之,LoveLive!サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,とある夏の日に曜と善子が無邪氣に遊ぶ姿がイメージできる樂曲。演唱會ではユニコーンをモチーフとしたツノやしっぽの生えた衣装にウクレレ、じもあいダンスなど色々印象に殘るものが多かったトロピカルチューン。<br>,2,299,jacket_2048,31002050,32002050,0,0,0,2017/08/02,1
2051,夏日尾聲的雨聲,夏日尾聲的雨聲,ナツノオワリノアマオトカ,"高海千歌(CV.伊波杏樹) , 松浦果南(CV.諏訪ななか)",作詞：畑 亞貴<br>作曲：片桐周太郎<br>編曲：江上浩太郎,LoveLive!サンシャイン!! デュオトリオコレクションCD VOL.1 SUMMER VACATION,松浦果南の「終わり」、高海千歌曲の「樂しかったね、夏」といった歌曲詞から寂しげな雰囲氣をイメージさせる樂曲。バウンス感のあるEDMらしく演唱會で披露された際には間奏部分で「ランニングマン」の振り付けで會場を驚かせた。<br>,2,299,jacket_2048,31002051,32002051,0,0,0,2017/08/02,1
2052,奇蹟浪潮,奇蹟浪潮,ミラクルウエエフ,Aqours,作詞：畑 亞貴<br>作曲：酒井拓也（Arte Refact）<br>編曲：脇 眞富（Arte Refact）,TV動畫『LoveLive!サンシャイン!!』2期 第6話插入曲,Aqoursの挑戰が描かれた1曲を成員の「ドルフィン」の振り付けや高海千歌曲の「バク転」の振り付けで描くインパクトが1番強い樂曲。Aqours 3rd LoveLive! Tour全公演で披露され、會場を振り付けで歓聲の渦に捲入。<br>,2,200,jacket_2046,31002052,32002052,0,0,0,2017/11/29,1
2053,喚醒力量,喚醒力量,アウエイクンサハワア,Saint Aqours Snow,作詞：畑 亞貴<br>作曲・編曲：河田貴央,TV動畫『LoveLive!サンシャイン!!』2期 第9話插入曲,LoveLive!予選にてSaint Snowの演唱會を自分の失敗で先に進めなかったことを責める鹿角理亞に対して、黑澤露比が「最後にしなければいいんじゃないかな！」と聲をかけ生まれた樂曲。,2,205,jacket_2053,31002053,32002053,0,0,0,2017/12/20,1
2054,再一個陽光故事,再一個陽光故事,ワンモアサンシヤインストオリイ,高海千歌(CV.伊波杏樹),作詞：畑 亞貴<br>作曲・編曲：EFFY(FirstCall),「LoveLive!サンシャイン!!」TV動畫2期 Blu-ray 第1巻 録り下ろしAqoursオリジナルソングCD①,おもちゃ箱をひっくり返したようなイントロから高海千歌曲らしい元氣いっぱいな曲調で「輝き」をテーマに彼女の氣持ちをひとつのミュージカル作品として描いた樂曲。目まぐるしく変わる曲調と歌曲い方で一編の舞臺を見た氣持ちになれる。<br>,2,290,jacket_2054,31002054,32002054,0,0,0,2017/12/22,1
2055,水藍新世界,水藍新世界,ウオオタアフルウニユウワアルト,Aqours,作詞：畑 亞貴<br>作曲・編曲：佐伯高志<br>ストリングスアレンジ：倉内達矢,TV動畫『LoveLive!サンシャイン!!』2期 第12話插入曲,ラブ演唱會優勝をかけて歌曲われたこの曲には3年生との最後の大會というメッセージが込められている。演唱會ではある時はサビ部分で動畫のような青い羽が舞い、またある時は「海を渡ろう」の歌曲詞通り、青色のペンライトに染まる會場の海を大きな船で渡るなどしていた。,2,200,jacket_2055,31002055,32002055,0,0,0,2018/01/17,1
2056,美妙故事,美妙故事,ワンタフルストオリイス,Aqours,作詞：畑 亞貴<br>作曲：Carlos K.<br>編曲：EFFY,TV動畫『LoveLive!サンシャイン!!』2期 第13話插入曲,劇中では今まで動畫で披露された樂曲の全ての衣装が曲中に出てくるなど、「夢を駆けてきた」Aqoursを振り返る樂曲。演唱會ではCメロから高海千歌曲パート以外部分を他成員とファン全員で大合唱する光景は精彩壯觀。<br>,2,200,jacket_2055,31002056,32002056,0,0,0,2018/01/17,1
2057,大家晚安！,大家晚安！,オヤスミナサン,國木田花丸(CV.高槻かなこ),"作詞：畑 亞貴<br>作曲・編曲：白須賀 悟 , 増田基生",「LoveLive!サンシャイン!!」TV動畫2期 Blu-ray 第2巻 録り下ろしAqoursオリジナルソングCD②,花丸が歌曲うことによって「そばにいる」「笑い合える」といったワードは必然的に誰に向けてのことなのかが思い浮かぶ。その子との明日のちょっとしたお樂しみを考えながら眠りにつく彼女が想像出来る。,2,290,jacket_2057,31002057,32002057,0,0,0,2018/01/26,1
2058,在海岸路等你喔,在海岸路等你喔,カイカントオリテマツテルヨ,CYaRon！,作詞：畑 亞貴<br>作曲・編曲：渡邊未来,CYaRon！2nd 單曲 C/W 曲,意地っ張りな性格のワタシがくだらないことで喧嘩をしてしまい、その心情と仲直りがしたい氣持ちが描かれた樂曲。演唱會ではサビ部分で敬禮と反対の手で三本指を前後する振り付けで會場が仲直りに向けたエールを送る。<br>,2,201,jacket_2039,31002058,32002058,0,0,0,2017/05/10,1
2059,巡遊你眼眸的冒險,巡遊你眼眸的冒險,キミノヒトミヲメクルホウケン,Aqours,作詞：畑 亞貴<br>作曲・編曲：渡邊和紀,TV動畫『LoveLive!サンシャイン!!』2期オープニング主題歌曲　C/W 曲,リアル脱出ゲーム×LoveLive!サンシャイン!!「孤島の水族館からの脱出」の主題曲として起用された。そのイメージもあってか、成員が振り付けで作り出した迷宮のような中に梨子が迷い込む振りがある。,2,200,jacket_2044,31002059,32002059,0,0,0,2017/10/25,1
2060,在這不穩定的世界,在這不穩定的世界,インテイスアンステイフルワアルト,津島善子(CV.小林愛香),作詞：畑 亞貴<br>作曲・編曲：神谷 禮,「LoveLive!サンシャイン!!」TV動畫2期 Blu-ray 第3巻 録り下ろしAqoursオリジナルソングCD③,津島善子の中にいる様々な存在(善子、夜羽等)とその先に待っている未来を思い描いた樂曲。そんなひとりじゃない津島善子という存在を「ワタシ」「私」「貴方」など様々な文字を用いて表している。間奏ではジャンプを煽る場面もある大規模フェスを意識したような壮大EDM。<br>,2,290,jacket_2060,31002060,32002060,0,0,0,2018/02/23,1
